사업장명,업태구분명,도로명주소,좌표정보(X),좌표정보(Y)
소잇케이크,커피숍,"서울특별시 광진구 천호대로124길 72, 1층 (능동)",207493.549477171    ,449951.112147914    
코드크레인,커피숍,"서울특별시 광진구 능동로 172, 빌리브 인테라스 2층 209호 (화양동)",206469.210431409    ,449306.220747298    
눈,커피숍,"서울특별시 광진구 아차산로70길 17-21, 1층 102호 (광장동)",209056.885561625    ,448809.759332497    
위아커피컴퍼니,커피숍,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 제지하1층 제5호 (광장동)",209637.078215509    ,449832.485937903    
"어서와,보리",커피숍,"서울특별시 광진구 용마산로 117, 동남빌딩 1층 (중곡동)",207578.889652205    ,451310.474451338    
빙츄르 건대직영점,커피숍,"서울특별시 광진구 광나루로 369, 1층 113호 (군자동, 광진두산위브파크)",206212.244268239    ,449577.174890763    
레인드,커피숍,"서울특별시 광진구 동일로28길 9, 1층 (화양동)",205877.170460927    ,449395.668311614    
커피앤버스,커피숍,"서울특별시 광진구 자양번영로 50-1, 101호 (자양동)",206664.040562157    ,447980.037904391    
포트캔커피 구의점,커피숍,"서울특별시 광진구 아차산로 413, 1층 (구의동)",207749.121295367    ,448413.860807613    
라운드브릭,커피숍,"서울특별시 광진구 광장로 67, 라드빌 1층 (광장동)",209173.538989973    ,449487.443063238    
아이더블유엘티서울(IWLTSEOUL),커피숍,"서울특별시 광진구 천호대로118길 39, 1층 (능동)",207415.960274454    ,450074.781415726    
몽드현(monde-hyun),커피숍,"서울특별시 광진구 아차산로78길 167, 1층 (광장동)",209537.413919968    ,449513.027051992    
베트남타오디저트,커피숍,"서울특별시 광진구 동일로24길 53-1, 1층 (화양동)",205949.858730729    ,449002.00320403     
스타벅스중곡역,커피숍,"서울특별시 광진구 능동로 400, 보건복지행정타운 108,109,110,111,112,118호 (중곡동)",207403.621286448    ,451409.474221102    
우지커피 군자역점,커피숍,"서울특별시 광진구 능동로 331, 1층 (중곡동)",207030.250867409    ,450781.379549387    
이즈빈,커피숍,"서울특별시 광진구 강변역로4길 56, 1층 108호 (구의동)",208072.562115189    ,447904.856376524    
커피베이 아차산역점,커피숍,"서울특별시 광진구 용마산로 4, 1층 (중곡동)",207775.393626251    ,450200.655283827    
도리앤도리스,커피숍,"서울특별시 광진구 아차산로 200, 3층 (자양동)",205758.816662193    ,448768.161400623    
행복커피,커피숍,"서울특별시 광진구 면목로 153, 1층 102호 (중곡동)",207149.774240757    ,451642.130637987    
정말커피,커피숍,"서울특별시 광진구 자양로13다길 33, 1층 (자양동)",206821.576601661    ,447870.717443512    
쏭 타코야끼카페,커피숍,"서울특별시 광진구 능동로13길 70, 1층 (화양동)",206059.548834741    ,449166.851948837    
서울반지공방 반지만들기카페건대점,커피숍,"서울특별시 광진구 동일로20길 89, 2층 (자양동, 외1필지)",205986.886020402    ,448647.573904262    
뚠뚠커피,커피숍,"서울특별시 광진구 뚝섬로52마길 49, 1층 (자양동)",207108.221077582    ,447396.733663032    
바리스타나눔,커피숍,"서울특별시 광진구 천호대로125길 5, 1층 102호 (중곡동)",207636.689394663    ,450286.638447008    
키라리케키,커피숍,"서울특별시 광진구 용마산로 92, 1층 (중곡동)",207658.580646967    ,451066.780596168    
은지세 스튜디오,커피숍,"서울특별시 광진구 능동로32길 72, 1층 (능동)",207202.250808077    ,450182.611616604    
빽다방신자초사거리점,커피숍,"서울특별시 광진구 뚝섬로 590, 아주빌딩 1층 (자양동)",206585.797095887    ,447875.916483314    
공존,커피숍,"서울특별시 광진구 천호대로123길 82, 공존 1층 (중곡동)",207566.260834276    ,450733.401055369    
카페오브라도(OBRADOR),커피숍,"서울특별시 광진구 능동로 216, 어린이대공원 1층 (능동)",207139.204095368    ,449705.67643744     
카페딕셔너리 세종대 광개토관점,커피숍,"서울특별시 광진구 능동로 209, 세종대학교 광개토관 지하1층 (군자동)",206481.062740469    ,449832.323358171    
아마스빈버블티 중곡대원점,커피숍,서울특별시 광진구 용마산로22길 20 (중곡동),207711.800803719    ,451249.890523841    
메가엠지씨커피 건대화양제일시장점,커피숍,"서울특별시 광진구 능동로13길 40, 1층 (화양동)",206144.014853158    ,449053.517805101    
(주)보나비아티제건국대병원점,커피숍,"서울특별시 광진구 능동로 120-1, 건국대학교병원 1층 (화양동)",206303.03222946     ,448689.878161826    
애드앤드(addand),커피숍,"서울특별시 광진구 광나루로26길 28, 1층 (화양동)",206773.270496881    ,449228.719913889    
멜로우 파우치 커피 로스터스,커피숍,"서울특별시 광진구 영화사로9길 6, 제2동 지하1층 01호 (중곡동, 동산그린빌)",208181.635338268    ,450331.375646259    
그라츠커피랩 건대,커피숍,"서울특별시 광진구 능동로 129-1, 1층 (화양동)",206256.130422198    ,448927.555447908    
매머드익스프레스아차산역점,커피숍,"서울특별시 광진구 천호대로129길 7, 1층 (중곡동)",207885.276928202    ,450043.051711859    
코티커피(COTTI COFFE),커피숍,"서울특별시 광진구 능동로 129, 1층 (화양동)",206253.985475362    ,448910.58180822     
카페 과일나라,커피숍,"서울특별시 광진구 면목로 153, 1층 (중곡동)",207149.774240757    ,451642.130637987    
컴포즈커피 자양전통시장점,커피숍,"서울특별시 광진구 자양로15길 43, 1층 (자양동)",207121.721772383    ,448124.746564446    
투썸플레이스(A TWOSOME PLACE)구의역점,커피숍,"서울특별시 광진구 자양로 116, 1층 102,103,103-1,105,106,107,108호 (구의동, 웰츠타워)",207342.766106556    ,448444.754635481    
단비스튜디오,커피숍,"서울특별시 광진구 능동로50길 9, 1층 (중곡동)",207358.871986175    ,451310.857588388    
집생로커피,커피숍,"서울특별시 광진구 아차산로51길 90, 1층 (구의동)",207482.282470754    ,448746.476928312    
이디야커피(건대스타시티점),커피숍,"서울특별시 광진구 아차산로 272, 5호 (자양동, 스타시티몰)",206349.675048285    ,448396.939704285    
하이오커피 광진자양점,커피숍,"서울특별시 광진구 뚝섬로56길 14-1, 1층 (자양동)",207217.970551632    ,447605.102915096    
널위한커피,커피숍,"서울특별시 광진구 뚝섬로36가길 8, 1층 (자양동)",206207.724793503    ,447767.306572516    
카페나리랑,커피숍,"서울특별시 광진구 능동로 320, 1층 (중곡동)",207024.642620424    ,450656.038395087    
지구화,커피숍,"서울특별시 광진구 군자로 8, 1층 (화양동)",206284.640211581    ,449103.689525657    
다쿠앤젤라,커피숍,"서울특별시 광진구 능동로23길 11-6, 지하1층 B01호 (군자동)",206623.500096047    ,450004.457460265    
케익다방,커피숍,"서울특별시 광진구 동일로20길 83, 2층 201호 (자양동)",205952.393839962    ,448664.263519014    
컴포즈커피 어린이대공원후문점,커피숍,"서울특별시 광진구 천호대로 666, 그랜드파크 오피스텔 지하1층 B101호 (구의동)",207825.465863194    ,449902.401682584    
??,커피숍,"서울특별시 광진구 광장로5길 6, 1층 (광장동)",209232.978428807    ,449517.946269924    
빽다방 광진이튼1차점,커피숍,"서울특별시 광진구 능동로 68, 1층 114호 (자양동, 이튼타워리버1차)",206088.852238736    ,448297.963860543    
굿띵(Good Thing),커피숍,"서울특별시 광진구 영화사로 51, 제1동 제1층 101호 (중곡동)",208094.585957716    ,450390.016215748    
옳은정커피,커피숍,"서울특별시 광진구 아차산로78길 44, 크레스코빌딩 1층 2호 (광장동)",209637.078215509    ,449832.485937903    
더리터중곡역점,커피숍,"서울특별시 광진구 능동로 393, 1층 104호 (중곡동)",207282.637217803    ,451346.994686488    
지나고나면,커피숍,"서울특별시 광진구 천호대로127길 43, 1층 101호 (중곡동)",207956.325733913    ,450249.894747384    
에그마카슈 건대점,커피숍,"서울특별시 광진구 군자로 26, 1층 (화양동)",206189.158119133    ,449260.395888411    
컴포즈커피 군자점,커피숍,"서울특별시 광진구 군자로 184, 101호 (군자동)",206861.445367861    ,450515.197344269    
고망고(GO MANGO)건대1호점,커피숍,"서울특별시 광진구 아차산로30길 8, 1층 2호 (자양동)",205905.381939151    ,448686.69670371     
세븐몽키스커피,커피숍,"서울특별시 광진구 면목로 37, 1층 (군자동)",206678.650243653    ,450573.359771289    
키킥 서울(kikik seoul),커피숍,"서울특별시 광진구 천호대로122길 22, 엠캐슬 여름 A 1층 (능동)",207663.031114581    ,450048.940418003    
델리하우스,커피숍,"서울특별시 광진구 능동로 18, 1층 103호 (자양동, 이튼타워리버3차)",205945.98820137     ,447862.351973505    
윤숲과자점,커피숍,"서울특별시 광진구 능동로37길 40, 1층 (중곡동)",206803.649780718    ,450726.944346832    
메가엠지씨커피 잠실대교북단점,커피숍,"서울특별시 광진구 자양로 49, 1층 (자양동)",207459.25486718     ,447773.810030137    
아비앙또플라워,커피숍,"서울특별시 광진구 뚝섬로44길 56, 1층 (자양동)",206608.328071683    ,447588.371838258    
블루포트건국대학교점,커피숍,"서울특별시 광진구 능동로 120, 건국대학교, 상허연구관 1층 (화양동)",206445.881091692    ,448922.881688102    
소소한하루,커피숍,"서울특별시 광진구 자양로50길 37, 샤론피아노학원 1층 (구의동)",208264.628815172    ,450019.268409139    
이디야중곡대원점,커피숍,"서울특별시 광진구 용마산로 111, 1층 (중곡동)",207588.020825128    ,451260.460692259    
백억커피 중곡역점,커피숍,"서울특별시 광진구 능동로 399 (중곡동,(1층))",207305.012650909    ,451402.772814601    
마린커피,커피숍,"서울특별시 광진구 아차산로70길 26, 1층 102호 (광장동, 광희현대타워)",208873.295567478    ,448861.36946648     
팔레트202(PALETTE202),커피숍,"서울특별시 광진구 동일로4길 2, 1층 (자양동)",205329.672408805    ,448223.589777113    
한스광진점,커피숍,"서울특별시 광진구 광나루로 608, 1층 (구의동)",208353.081759541    ,448772.087767012    
카페유림,커피숍,"서울특별시 광진구 뚝섬로52길 66, 자양 문화체육센터 1층 (자양동)",206783.271648336    ,447462.881507598    
디스튜디오(하비루),커피숍,"서울특별시 광진구 능동로4길 40, 상가동 1층 101호 (자양동, 이튼타워리버5차)",206031.860086066    ,447773.215918711    
공이삼공(0230),커피숍,"서울특별시 광진구 천호대로 666, 1층 106-2호 (구의동)",207825.465863194    ,449902.401682584    
컴포즈커피 광장동워커힐점,커피숍,"서울특별시 광진구 아차산로 621, 1층 (광장동)",209405.843683882    ,449586.671703526    
컴포즈커피건대스타시티몰점,커피숍,"서울특별시 광진구 능동로 110, 스타시티영존빌딩 지하2층 B213호 (화양동)",206241.82019349     ,448715.06998929     
드릭스커피,커피숍,"서울특별시 광진구 면목로 155, 삼영빌딩 1층 (중곡동)",207156.269772055    ,451672.917080488    
550커피,커피숍,"서울특별시 광진구 광장로1다길 18, 1층 (광장동)",209008.533176912    ,449671.48852599     
그릭판다,커피숍,"서울특별시 광진구 군자로3길 18, 1층 (화양동)",206147.548618352    ,449149.258426809    
당고당,커피숍,"서울특별시 광진구 뚝섬로64길 20-4, 1층 101호 (자양동, 아하브빌리지)",207751.63367816     ,447835.574598949    
커피나무건대역점,커피숍,"서울특별시 광진구 동일로22길 117-26, 지하1,1,2,층 (화양동)",206209.077235939    ,448830.270131364    
특별한 호두와플,커피숍,"서울특별시 광진구 능동로 169-1, 1층 (화양동)",206400.055940885    ,449297.66464619     
더벤티 서울군자점,커피숍,"서울특별시 광진구 군자로 141, 1층 (군자동)",206540.408063644    ,450231.172775616    
레스토커피(Restto coffee),커피숍,"서울특별시 광진구 군자로6길 50-5, 101호 (화양동)",206299.053523361    ,449267.178703049    
코타(COTTA),커피숍,"서울특별시 광진구 자양로3길 6, 1층 (자양동)",207527.646252253    ,447640.296858731    
이디야(자양우성점),커피숍,"서울특별시 광진구 자양번영로 34, 1층 104호,105호 (자양동, 제이원하이텔)",206632.334947298    ,447830.956483333    
컴포즈커피 광진능동로점,커피숍,"서울특별시 광진구 군자로 104, 1층 (군자동)",206259.397723367    ,450001.934792262    
"여백(서재,스튜디오)",커피숍,"서울특별시 광진구 군자로 8-5, 2층 201호 (화양동)",206288.657793558    ,449123.833518966    
스타벅스 자양역,커피숍,"서울특별시 광진구 능동로 18, 1층 109호 (자양동, 이튼타워리버3차)",205945.98820137     ,447862.351973505    
스타벅스커피 군자역점,커피숍,"서울특별시 광진구 천호대로 548, 1,2층 (군자동)",206896.697217277    ,450515.575725945    
포그(Fog),커피숍,"서울특별시 광진구 자양로37길 4, 1층 2호 (구의동)",207693.074312347    ,449515.264846589    
원즈커피(ONESCOFFEE),커피숍,"서울특별시 광진구 자양로30길 18, 1층 (구의동)",207516.047653242    ,449041.396403628    
빽다방 중곡가구거리점,커피숍,"서울특별시 광진구 천호대로 575, 1층 (중곡동)",207190.60027078     ,450474.466965346    
빽다방구의역점,커피숍,"서울특별시 광진구 아차산로 380, 세화빌딩 1층 (자양동)",207444.54897561     ,448263.89528182     
마인드풀,커피숍,"서울특별시 광진구 긴고랑로13길 91, 1층 (중곡동)",207319.838363901    ,451569.158453931    
스타벅스커피 광나루점,커피숍,"서울특별시 광진구 아차산로 607, 1층,2층 (광장동)",209301.892401996    ,449461.537061824    
카페그린24 자양점,커피숍,"서울특별시 광진구 뚝섬로37길 11, 자양우성3차아파트 상가 311동 108호 (자양동)",206265.844310085    ,448087.393600126    
커피 공급소,커피숍,"서울특별시 광진구 자양로 183, 102호 (구의동)",207406.327227259    ,449082.681819328    
디저트39 강변역점,커피숍,"서울특별시 광진구 구의강변로 57, 1층 101호 (구의동, 센텀힐스 한강)",208065.981608411    ,448189.872403992    
슈네켄베이크하우스,커피숍,"서울특별시 광진구 능동로3다길 17, 1층 102호 (자양동)",205648.976338711    ,447897.476103878    
스테이어와일,커피숍,"서울특별시 광진구 광나루로37길 24, 1층 (구의동)",207725.549932969    ,449281.551308533    
도프존,커피숍,"서울특별시 광진구 능동로4길 78, 1층 101-102호 (자양동)",206166.009816837    ,447657.587069233    
매머드커피 건대후문점,커피숍,"서울특별시 광진구 광나루로24길 22, 1층 (화양동)",206685.852736958    ,449228.796631785    
하나커피,커피숍,"서울특별시 광진구 뚝섬로 642, 1층 (자양동)",207068.622608906    ,447698.605234605    
카페느영나영,커피숍,"서울특별시 광진구 능동로 313, 1층 (중곡동)",206948.514144327    ,450615.573137563    
이디야 자양문원점,커피숍,"서울특별시 광진구 아차산로 345, 1층 123,124호 (자양동, 래미안프리미어팰리스)",207135.958384677    ,448386.668907366    
카페동선,커피숍,"서울특별시 광진구 아차산로76가길 24, 1층 (광장동)",209354.687667834    ,449425.404008185    
로우라이트(Lowlight),커피숍,"서울특별시 광진구 아차산로25길 77, 1층 상가호 (화양동)",205950.956287341    ,449169.592733969    
모아(MOA)커피,커피숍,"서울특별시 광진구 자양로13가길 2, 1층 (자양동, 대원캐슬빌)",207161.23002905     ,448036.132756026    
4BTS2BTK(포비티에스투비티케이),커피숍,"서울특별시 광진구 광나루로52길 35, 1층 (구의동)",208213.268540064    ,448695.847433804    
메가엠지씨커피 구의목련공원점,커피숍,"서울특별시 광진구 구의로 39, 1층 (구의동)",207860.05037164     ,448800.805416287    
미쉐(MIXUE)건대점,커피숍,"서울특별시 광진구 아차산로30길 33, 1층 (자양동)",205873.441189417    ,448551.384304299    
사주카페울림,커피숍,"서울특별시 광진구 자양로48길 4, 지하1층 (구의동)",208083.990712127    ,449928.949356102    
우지커피 군자용마초점,커피숍,"서울특별시 광진구 천호대로111길 19, 우진빌딩 1층 (중곡동)",207199.540340192    ,450567.232719707    
카페다온,커피숍,"서울특별시 광진구 아차산로30길 36, 서울특별시 동부여성발전센타 1층 100호 (자양동)",205828.253476728    ,448575.453228821    
컴포즈커피어린이대공원정문점,커피숍,"서울특별시 광진구 능동로 237, 1층 (군자동)",206643.840585631    ,449904.499888106    
샌딜리버블 광진점,커피숍,"서울특별시 광진구 광나루로40길 12, 1층 (구의동)",207822.452030812    ,449114.118339772    
컴포즈커피 뚝섬한강공원점,커피숍,"서울특별시 광진구 강변북로 2210, 뚝섬 2호 매점 (자양동)",205607.186171597    ,447642.163714896    
까사그라노,커피숍,"서울특별시 광진구 능동로 87, 건대입구역자이엘라 102, 103, 104, 105호 (자양동)",206088.987159287    ,448543.338110957    
오와케이크 화양직영점,커피숍,"서울특별시 광진구 광나루로 358, 화양 디펠리체 1층 102호 (화양동)",206084.536539517    ,449507.834818914    
빽다방 자양역점,커피숍,"서울특별시 광진구 뚝섬로34길 67, 105호 (자양동, 광진트라팰리스)",205936.166700054    ,447740.595068393    
스타벅스 세종대점,커피숍,"서울특별시 광진구 능동로 209, 세종대학교 학생회관 1층 (군자동)",206481.062740469    ,449832.323358171    
컴포즈커피 올림픽대교북단점,커피숍,"서울특별시 광진구 아차산로 483, 1층 (구의동)",208335.303310029    ,448753.148828593    
테이큰(TAKEN),커피숍,서울특별시 광진구 능동로16길 51 (화양동),206636.521268184    ,449232.141821273    
레트로카페브래드&캔커피(BREAD&CAN COFFEE),커피숍,"서울특별시 광진구 군자로 108, 세종 힐 라움 1층 (군자동)",206299.7504918      ,450037.825730524    
디플리,커피숍,"서울특별시 광진구 자양로 312, 욱현빌딩 1층 (구의동)",208185.254777532    ,450096.88445853     
버글러커피,커피숍,"서울특별시 광진구 천호대로127길 74, 지윤맨션 지하1층 01호 (중곡동)",208074.093572674    ,450349.243426219    
암스트롱의달커피,커피숍,"서울특별시 광진구 아차산로76길 27, 광나루현대아파트 1층 12호 (광장동)",209523.395129627    ,449429.706137784    
베러댄쿠키(better than cookie),커피숍,"서울특별시 광진구 군자로 167 (군자동,(1층))",206749.395789406    ,450393.93683899     
우지커피 건대로데오점,커피숍,"서울특별시 광진구 아차산로30길 20, 1층 (자양동)",205877.975900199    ,448631.644336123    
컴포즈커피 건대입구역1번출구점,커피숍,"서울특별시 광진구 아차산로 229, 한림타워 2층 202-1호 (화양동)",206031.196548172    ,448731.099217371    
스타벅스 구의역점,커피숍,"서울특별시 광진구 자양로18길 22, 1층 101호 (구의동)",207438.6744226      ,448349.308629367    
바운스백로스터스,커피숍,"서울특별시 광진구 면목로11길 8, 1층 (중곡동)",207109.70208562     ,451618.525767073    
우지커피 아차산역점,커피숍,"서울특별시 광진구 자양로43길 42, 1층 (구의동)",207924.358161816    ,450032.350973235    
카페하우리오(CAFE HAURIO),커피숍,"서울특별시 광진구 자양번영로4길 42-22, 1층 (자양동)",206755.642355546    ,447554.932921758    
레프트커피 아차산점,커피숍,"서울특별시 광진구 자양로43길 57, 1층 (중곡동)",207874.75711418     ,450100.505122227    
스타벅스 건대스타씨티점,커피숍,서울특별시 광진구 아차산로 262 (자양동),206349.675048285    ,448396.939704285    
카페인모아(cafe in moa),커피숍,"서울특별시 광진구 아차산로 292, 모아빌딩 1층 (자양동)",206584.373766593    ,448455.143869758    
1847커피&샐러드,커피숍,"서울특별시 광진구 능동로 120, 건국대학교 학생회관 1층 (화양동)",206445.881091692    ,448922.881688102    
히브(hyve),커피숍,"서울특별시 광진구 뚝섬로 471, 5동 1층 4호 (자양동)",                    ,                    
로봇카페(ROBOT CAFE),커피숍,"서울특별시 광진구 능동로 50, 1층 102호 (자양동, 이튼타워리버2차)",206043.358791333    ,448141.665395069    
사이이커피(4:ee Coffee),커피숍,"서울특별시 광진구 동일로18길 11, 우리빌딩 1층 (자양동)",205548.689811343    ,448653.085751205    
스타벅스건국대점,커피숍,"서울특별시 광진구 능동로 117, 1층일부,2층 (화양동)",206213.705252822    ,448817.795223313    
앤티앤스프레즐,커피숍,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",206217.434726027    ,448506.218743834    
시즌글라스광진점,커피숍,"서울특별시 광진구 능동로19길 35, B106호 (화양동, 광진 코지웰)",206278.982112971    ,449425.131943862    
식물원카페테리아,커피숍,"서울특별시 광진구 능동로 216, 어린이대공원 식물원복합식당 1층 (능동)",207139.204095368    ,449705.67643744     
더플로우(the flow),커피숍,"서울특별시 광진구 아차산로76가길 12, 1층 (광장동)",209407.745384399    ,449459.252995276    
카페우주,커피숍,"서울특별시 광진구 광나루로12길 20, 2필지 1층 101-1호 (화양동, 까사펠리즈 화양)",205871.40851089     ,449412.137071048    
데케드파크,커피숍,"서울특별시 광진구 자양로37길 55, 1층 (구의동)",207499.064022766    ,449603.361964683    
핀커피(PIN COFFEE),커피숍,"서울특별시 광진구 아차산로 413-6, 1~2층 (구의동)",207762.569262308    ,448434.53686667     
공차 구의이스트폴점,커피숍,"서울특별시 광진구 아차산로 420, 1층 판매시설 7호 (자양동, 롯데캐슬 이스트폴)",                    ,                    
사랑(BREW),커피숍,"서울특별시 광진구 광나루로20길 13-8, 1층 (화양동)",206555.199091153    ,449335.374420511    
메가엠지씨커피 이수경문고점,커피숍,"서울특별시 서초구 동작대로 190, 승정빌딩 1층 (방배동)",198436.425413458    ,443476.803138415    
커피핑크,커피숍,"서울특별시 서초구 동산로19길 41, 1층 (양재동)",203987.87164554     ,441357.07991366     
스타벅스 가산퍼블릭점,커피숍,"서울특별시 금천구 디지털로 178, B동 1층 M145호 (가산동)",189930.50790426     ,441616.460710064    
가비당,커피숍,"서울특별시 금천구 시흥대로139길 8-0, 지상1층 1-3호 (독산동, 새움병원)",190870.52422702     ,441203.594729775    
소담떡방,커피숍,"서울특별시 서초구 바우뫼로39길 32-18, 1층 102호 (양재동)",203553.984863337    ,442116.730905454    
투썸플레이스 파이낸셜뉴스빌딩점,커피숍,"서울특별시 서초구 강남대로 315, 파이낸셜뉴스빌딩 1층 (서초동)",202611.965058312    ,443214.873136996    
컴포즈 양천신곡점,커피숍,"서울특별시 양천구 신월로 170, 1층 (신월동)",186007.943213494    ,446225.17755519     
더치앤빈 서울고사거리점,커피숍,"서울특별시 서초구 효령로 184, 유신빌딩 1층 102호 (방배동)",200300.654223553    ,442252.336548806    
불커피 BULL COFFEE(여의도점),커피숍,"서울특별시 영등포구 여의나루로4길 23, 1층 (여의도동, 한국예탁결제원)",193622.797801127    ,446584.917721507    
스타벅스커피 교대법원점,커피숍,"서울특별시 서초구 서초중앙로 164, 신한국빌딩 1층 (서초동)",201114.661834772    ,443800.338007636    
샐러드박스 독산역점,커피숍,"서울특별시 금천구 가산디지털1로 2, 지상1층 118호 (가산동, 우림라이온스밸리2차)",190050.903572929    ,440523.497478209    
카페 787,커피숍,"서울특별시 금천구 디지털로9길 99, 지상1층 124 일부호 (가산동, 스타밸리)",189748.024164036    ,442174.424111843    
토다 베이글 서초점,커피숍,"서울특별시 서초구 반포대로14길 26, 드림타워 1층 (서초동)",201036.94495929     ,442576.400966395    
카페아에 금천점,커피숍,"서울특별시 금천구 시흥대로139길 19, SM Belice 1층 103호 (독산동)",190822.305703577    ,441174.149357857    
커피이야기,커피숍,"서울특별시 동대문구 한천로33길 23, 1층 (답십리동)",205837.250040976    ,452698.797417746    
텐퍼센트 가산한화비즈2차점,커피숍,"서울특별시 금천구 가산디지털2로 43-14, 1층 134호 (가산동)",189450.60600488     ,441142.645065053    
스테어스투더비,커피숍,"서울특별시 중랑구 동일로109길 28, 지층 (면목동)",206863.868151224    ,454405.844059622    
씨오커피로스터스,커피숍,"서울특별시 서초구 방배로 170, 1층 101호 (방배동)",199329.041024938    ,442965.479861536    
오파인 앤 라운지 카페,커피숍,"서울특별시 서초구 효령로 414, 1층 (서초동, 정성빌딩)",202514.444209898    ,442918.343517478    
카페라네,커피숍,"서울특별시 영등포구 경인로 846, S-D호 (영등포동, 영등포역 지하도상가내)",191937.502334563    ,446027.480859705    
스타벅스 서울교대점,커피숍,"서울특별시 서초구 서초중앙로 64, 대영빌딩 1층 (서초동)",201279.4432135      ,442806.709179539    
카페리앙,커피숍,"서울특별시 영등포구 경인로 846 (영등포동, 롯데백화점 11층)",191741.345847708    ,445970.307641467    
키즈카페 해피컵스,키즈카페,"서울특별시 서초구 방배로 204, 2층 (방배동)",199178.539234036    ,443278.752365411    
메가엠지씨커피 서초구청점,커피숍,"서울특별시 서초구 남부순환로347길 16, 1층 (서초동, N PARK)",202755.639594379    ,442555.17009935     
(주)성덕푸드,커피숍,"서울특별시 서초구 반포대로 222, 지하1층 (반포동, 서울성모병원)",200394.225955905    ,444207.694481581    
상상드림카페wero,커피숍,"서울특별시 양천구 목동남로 93, 양천빌딩(별관) 1층 (신정동)",188352.6433345      ,445478.395298097    
함께그린카페 금천문화회관점,커피숍,"서울특별시 금천구 시흥대로38길 61, 금천문화회관 1층 (시흥동)",191451.869502159    ,438279.797214746    
매머드익스프레스 당산생각공장점,커피숍,"서울특별시 영등포구 영등포로 150, 생각공장 당산 1층 B112호 (당산동1가)",190940.034564342    ,446461.996000435    
커피나인,커피숍,"서울특별시 동대문구 고산자로34길 70, 청량리역 해링턴플레이스 1층 103호 (용두동)",                    ,                    
폴 바셋 뉴코아강남점,커피숍,"서울특별시 서초구 잠원로 51, 1층 (잠원동, 뉴코아아울렛)",200576.608647619    ,445241.8984183      
영커피 가산이앤씨7점,커피숍,"서울특별시 금천구 디지털로9길 46, 이앤씨드림타워7차 1층 105호 (가산동)",189943.546219232    ,441990.817436962    
메가엠지씨커피 금천구립시흥도서관점,커피숍,"서울특별시 금천구 금하로 750, 관악우방아파트 상가1동 108호 (시흥동)",192297.91598261     ,438580.148239494    
(주)보나비아티제여의도KBS별관점,커피숍,"서울특별시 영등포구 의사당대로1길 34 (여의도동, KBS별관 1층 일부)",193808.969259588    ,446429.98392891     
한우리보호작업장(행복한 베이커리 & 카페),커피숍,"서울특별시 서초구 남부순환로 2584, 1층 (서초동, 서초구청)",202812.372648119    ,442394.983839527    
늘봄카페 3호점,커피숍,"서울특별시 서초구 방배천로 48, 1층 (방배동, 방배노인종합복지관)",198409.996182267    ,442068.434670067    
메가엠지씨커피 양재이마트점,커피숍,"서울특별시 서초구 매헌로 16, 하이브랜드 지하1층 101호 (양재동)",203204.755637424    ,440136.781183797    
주식회사 하누리 카페 가산캠퍼스점,커피숍,"서울특별시 금천구 가산디지털1로 51, LG전자 가산 R&D 캠퍼스 지하1층 (가산동)",189773.53836329     ,440940.376102266    
메가엠지씨커피 서초3동점,커피숍,"서울특별시 서초구 반포대로 38, 와라빌딩 1층 (서초동)",200984.41189955     ,442413.08230594     
늘봄카페 내곡도서관점,커피숍,"서울특별시 서초구 청계산로7길 9-20, 2층 (신원동)",204741.357552553    ,438868.356080429    
라콤커피(LACOM COFFEE),커피숍,"서울특별시 영등포구 63로 32, 콤비빌딩 1층 105호 (여의도동)",194530.535390096    ,446306.787198089    
이디야(답십리점),커피숍,"서울특별시 동대문구 사가정로 6, 1층 101호 (답십리동, 청계G well estates)",204304.861899217    ,451988.139047396    
컵피매점,커피숍,"서울특별시 금천구 가산디지털1로 5, 대륭테크노타운20차 1층 117일부호 (가산동)",189920.528610917    ,440521.85524888     
B coffee(비커피),커피숍,"서울특별시 서초구 양재대로11길 36, 가동 B104호 (양재동, 금관)",203059.646700644    ,439960.533113874    
스마일복권&커피,커피숍,"서울특별시 양천구 곰달래로 42, 1층 (신월동)",185559.735185736    ,447524.903556065    
누커리,커피숍,"서울특별시 중랑구 겸재로50나길 76, 103호 (면목동, 센텀하우스)",208217.738419452    ,453707.615246553    
스타벅스 묵동점,커피숍,"서울특별시 중랑구 동일로 952, 102, 103호 (묵동, 로프트원 태릉입구역)",206715.541002615    ,457004.874711225    
스몰랩커피스탠드,커피숍,"서울특별시 서초구 논현로31길 50-6, 1층 (양재동, 공간4차)",203542.863240985    ,442070.033101695    
오키프가든,커피숍,"서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) 1층 (목동)",188977.171050288    ,447466.355031447    
만랩커피 교대점,커피숍,"서울특별시 서초구 서초대로52길 38, 1층 102호 (서초동)",201221.213271577    ,443324.872412442    
빽다방 목동8단지점,커피숍,"서울특별시 양천구 목동서로 285, 황금 프라자 101호 (신정동)",188363.725402734    ,446631.246949745    
J'antique(장티크),커피숍,"서울특별시 서초구 서초대로64길 50, 1층 1호,4호 (서초동, 아남상가)",201768.450743852    ,443422.603107443    
