사업장명,업태구분명,도로명주소,좌표정보(X),좌표정보(Y)
모찌이야기 코엑스스타필드점,떡카페,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 M111호 (삼성동)",205130.591678902    ,445590.096837802    
반지하 다방,커피숍,"서울특별시 강남구 학동로 105, 제이빌딩 지하1층 (논현동)",201884.720435763    ,445514.430957498    
빙달 강남점,커피숍,"서울특별시 강남구 도곡로3길 19, 서희스타힐스오피스텔 지상1층 108호 (역삼동)",202806.605418469    ,443241.844994275    
고메드갤러리아주식회사 SI에델리아카페,커피숍,"서울특별시 강남구 도산대로 449, 3층 (청담동)",203942.681797432    ,446898.617442304    
앤드 커피스탠드,커피숍,"서울특별시 강남구 테헤란로 517, 현대백화점 6층 (삼성동)",205210.358779172    ,445154.42225208     
원파디랩,커피숍,"서울특별시 강남구 강남대로 338, 지상1층 107호 (역삼동)",202631.163194922    ,443511.186979114    
매머드익스프레스 휘문고교점,커피숍,"서울특별시 강남구 역삼로 538, 블루스카이 보습학원 지상1층 104호 (대치동)",205402.14962589     ,444633.338155042    
라운지 희움(Lounge Heeum),커피숍,"서울특별시 강남구 봉은사로18길 15-5, 2층 201호 (역삼동)",202650.22           ,444758.88           
이디야 논현학동점,커피숍,"서울특별시 강남구 논현로131길 28, 지상1층 (논현동)",202413.749980215    ,445761.483091564    
몽타,커피숍,"서울특별시 강남구 강남대로136길 22, 수부빌딩 지하1층 102호 (논현동)",201895.175060838    ,445659.015613069    
(주)조선호텔앤리조트 센터필드 라운지,커피숍,"서울특별시 강남구 테헤란로 231, 센터필드 지상3층 (역삼동)",203599.062771687    ,444556.062267296    
바나프레소 강남세브란스점,커피숍,"서울특별시 강남구 언주로 313, 지상1층 109호 좌측 (역삼동)",203963.325498071    ,443717.739415927    
카페이니그마,커피숍,"서울특별시 강남구 논현로119길 42, 지하1층 B103호 (논현동)",202552.61084201     ,445167.070693617    
비비 브라운(B.B. BROWN),커피숍,"서울특별시 강남구 도산대로 412, 남강빌딩 지상1층 (청담동)",203528.889270356    ,446748.079565681    
미노스(MINOS),커피숍,"서울특별시 강남구 압구정로12길 11, 지상2층 (신사동)",201940.148751586    ,446777.333816235    
앤드커피,커피숍,"서울특별시 강남구 역삼로9길 24, 지상1층 101호 (역삼동)",202928.901933123    ,443711.864741488    
감탄커피(Salad & Sandwich),커피숍,"서울특별시 강남구 테헤란로 522, 지하1층 (대치동, 홍우빌딩)",205355.06           ,445075.985          
더브라운 강남롯데점,커피숍,"서울특별시 강남구 도곡로 401, 롯데백화점 지상2층 (대치동)",204669.543366778    ,443873.621189048    
고디바,커피숍,"서울특별시 강남구 영동대로 513, 지하1층 I 112호 (삼성동, 컨벤션센타)",205130.591678902    ,445590.096837802    
할리스 세로수길점,커피숍,"서울특별시 강남구 강남대로152길 41, 지하1~지상4층 (신사동)",201935.905136061    ,446227.592039775    
퀴즈노스 역삼점,커피숍,"서울특별시 강남구 테헤란로 230, 1층 (역삼동)",203600.688274075    ,444402.861004838    
커피야,커피숍,"서울특별시 강남구 삼성로81길 24, 세원빌딩 지상1층 101호 (대치동)",204854.685923623    ,444674.979245614    
매머드 익스프레스 위더스논현점,커피숍,"서울특별시 강남구 강남대로112길 25, 위더스빌딩 지상1층 (논현동)",202266.40621271     ,444854.593839996    
비니터&매너앤대퍼,커피숍,"서울특별시 강남구 언주로174길 17, 지상1층 102호 (신사동)",203060.516091943    ,447360.06662785     
타피오빈,커피숍,"서울특별시 강남구 개포로 506, 201호 (개포동)",205901.723629509    ,442995.181704227    
cafe 153,커피숍,"서울특별시 강남구 일원로3길 28, 지상1층 (일원동)",207247.201587506    ,443288.522439424    
히즈빈스 서울영동교회점,커피숍,"서울특별시 강남구 논현로132길 18, 지상1층 (논현동)",202757.272021151    ,445860.392515884    
죠샌드위치대치사거리점,커피숍,"서울특별시 강남구 삼성로 345, 1층 (대치동, 대림빌딩)",205119.360440277    ,444456.085709966    
스타벅스커피 도곡역점,커피숍,"서울특별시 강남구 남부순환로 2909, 지상1층 103,104,105호 (대치동)",205004.779724314    ,443335.51820183     
카페뮤제오,커피숍,"서울특별시 강남구 가로수길 69, 엘큐브/elcube 지상1층 (신사동)",201907.785          ,446704.205          
메머드익스프레스 신사압구정점,커피숍,"서울특별시 강남구 도산대로25길 36, 지상1층 101호 (신사동)",202271.155211169    ,446637.695096022    
메가엠지씨커피 학동사거리점,커피숍,"서울특별시 강남구 선릉로 752, 태성빌딩 지상1층 101호 (청담동)",203446.21376539     ,446627.666646751    
문카페(Moon Cafe),커피숍,"서울특별시 강남구 언주로65길 13, 제이케이빌딩 지하1층 (역삼동)",203899.451520288    ,443655.84995276     
착형,커피숍,"서울특별시 강남구 광평로 280, 지하2층 129호 (수서동, 로즈데일빌딩)",209052.072465426    ,442797.138150563    
소호앤노호,커피숍,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하2층)",202358.505687227    ,447232.955697694    
지에스25 대치스카이점,커피숍,"서울특별시 강남구 역삼로 558, 지상1층 (대치동)",205608.795973174    ,444726.97838882     
(주)7스튜디오역삼,커피숍,"서울특별시 강남구 역삼로 310, 한솔필리아 지하1층 2-1호 (역삼동)",204213.643236507    ,444113.028210915    
할리스커피,커피숍,"서울특별시 강남구 도곡로 414 (대치동, 지상1층)",204871.85           ,443854.745          
D&C(디앤씨),커피숍,"서울특별시 강남구 도곡로1길 14, 121호 (역삼동, 삼일프라자(121호중일부))",202803.137561335    ,443189.823482655    
커피온리 강남역점,커피숍,"서울특별시 강남구 강남대로102길 20, 지하1층 (역삼동)",202345.263469108    ,444450.069182175    
큐디씨 커피,커피숍,"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 1층 122호 (역삼동)",202520.972243984    ,443946.832938881    
풀림(pullim),커피숍,"서울특별시 강남구 도산대로25길 29, 실로암빌딩 지상1층 (신사동)",202270.924397416    ,446586.259285845    
요크,커피숍,"서울특별시 강남구 논현로136길 7, 1층 103호 (논현동)",202632.104678091    ,445975.394322773    
(주)하우 압구정역점 커피온,커피숍,"서울특별시 강남구 압구정로 지하 172, 압구정역 지하1층 326-105호 (신사동)",202432.769130873    ,446812.164665029    
"커피,온 수서현대벤처빌점",커피숍,"서울특별시 강남구 밤고개로1길 10, 지하2층 229호 (수서동, 현대벤처빌)",208937.760652081    ,442873.588039887    
오가다 대치점,커피숍,"서울특별시 강남구 역삼로64길 9, 지상1층 (대치동)",204629.457845827    ,444250.139250378    
피크닉 후르츠,커피숍,"서울특별시 강남구 삼성로 11, 상가동 지하1층 B111호 (개포동, 디에이치아너힐즈)",205902.133138153    ,442437.407528086    
매머드커피 한티역점(122호),커피숍,"서울특별시 강남구 선릉로62길 9, 1층 우측호 (대치동)",204658.338493822    ,443917.0944523      
더벤티 대모산입구역점,커피숍,"서울특별시 강남구 개포로 615, 석탑프라자 지상1층 104호 (개포동)",206618.425209149    ,443390.560639694    
쥬청과 강남세곡점,커피숍,"서울특별시 강남구 밤고개로 223, 강남센터뷰 1층 5호 (자곡동)",209404.859377443    ,441364.430683758    
마마스 플라워 카페(mamas flower cafe),커피숍,"서울특별시 강남구 논현로 164, 유니북스빌딩 1층 102호 (도곡동)",203683.260354891    ,442456.779128474    
이디야커피 삼성중앙점,커피숍,"서울특별시 강남구 봉은사로 442, 1층 (삼성동)",204194.57420207     ,445450.839775127    
코이카페(현대백화점 압구정점),커피숍,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점본점)",202358.505687227    ,447232.955697694    
"카페,브릭",커피숍,"서울특별시 강남구 학동로33길 27, 지상1층 102호 (논현동)",202763.388273159    ,446030.549902607    
스타벅스 국기원사거리점,커피숍,"서울특별시 강남구 테헤란로 125, D.A디에이성형외과 1층,2층 (역삼동)",202731.24           ,444156.600000001    
아띠몽 코엑스메가박스점,커피숍,"서울특별시 강남구 영동대로 513, 코엑스 지하1층 (삼성동)",205130.591678902    ,445590.096837802    
타래퀸 압구정로데오점,커피숍,"서울특별시 강남구 압구정로50길 28, 지상1층 153호 (신사동, 로데오현대아파트)",203221.940996323    ,447193.644528914    
에이미스 대청점,커피숍,"서울특별시 강남구 개포로 619, 서울강남우체국 지상1층 (개포동)",206833.359682718    ,443497.151520894    
두두케이크,커피숍,"서울특별시 강남구 선릉로161길 15-4, 신사동 S빌딩 지상1층 102호 (신사동)",203369.459868674    ,447208.050376621    
커피코,커피숍,"서울특별시 강남구 삼성로 763, 지상1층 (청담동)",204144.399558744    ,446743.865278612    
늘보(nlbo),커피숍,"서울특별시 강남구 헌릉로569길 13, 라온 프라이빗시티 지상1층 105호 (세곡동)",208790.93           ,440518.109999999    
다름과일,커피숍,"서울특별시 강남구 헌릉로569길 3, 강남투엠캐슬 지상1층 106호 (세곡동)",208894.833656679    ,440517.958320304    
매머드 익스프레스 봉은사역점,커피숍,"서울특별시 강남구 영동대로112길 9, 제일빌딩 지상1층 3호 (삼성동)",205318.996506949    ,445888.942789335    
빽다방 역삼역GS점,커피숍,"서울특별시 강남구 봉은사로30길 73, 1층 (역삼동)",203211.859170789    ,444523.693911647    
스타벅스 강남차여성병원점,커피숍,"서울특별시 강남구 봉은사로 156, 마티네 차움 지상1층 (역삼동)",202743.002166761    ,444909.971220482    
코너스톤,커피숍,"서울특별시 강남구 논현로 645, 엘리에나호텔 지하1층 (논현동)",202670.053376769    ,445410.505681503    
이두블루 커피 컴퍼니,커피숍,"서울특별시 강남구 논현로72길 14, 리안빌딩 지상2층 (역삼동)",203525.374451435    ,443708.368356187    
매머드익스프레스 봉은사로 선정릉점,커피숍,"서울특별시 강남구 봉은사로 438, 몽베르빌딩 지상1층 (삼성동)",204155.766812869    ,445442.476715916    
스타벅스 강남역신분당역사점,커피숍,"서울특별시 강남구 강남대로 지하 396, 강남역 지하1층 2번,3번호 (역삼동)",202422.251739571    ,443872.484453417    
에이설,커피숍,"서울특별시 강남구 삼성로58길 33, 지하1층, 지상1층 (대치동)",205577.811549161    ,444121.866526889    
매머드익스프레스 선정릉역1번출구점,커피숍,"서울특별시 강남구 봉은사로51길 5, 지하1층 (논현동)",203703.517203498    ,445354.978174542    
티비앤티비,커피숍,"서울특별시 강남구 언주로136길 26, 지상1층 (논현동)",203261.173727613    ,446143.071448691    
메가엠지씨커피 논현아크로힐스점,커피숍,"서울특별시 강남구 언주로 604, 지하1층 109호 (논현동, ACROHILLS논현)",203374.47496532     ,445256.691022727    
혼가먼트,커피숍,"서울특별시 강남구 도산대로 452, JS빌딩 지상1층 (청담동)",203973.877065546    ,446818.995259311    
에이미스 커피,커피숍,"서울특별시 강남구 도산대로26길 11, 지상1층 (논현동)",202391.041763418    ,446251.753218747    
제이제이(JJ) 카페,커피숍,"서울특별시 강남구 언주로 716, 제이제이주유소 지상1층 (논현동)",203089.442603775    ,446158.080032165    
알로하,커피숍,"서울특별시 강남구 압구정로 104, 보암빌딩 지하1층 (신사동)",201701.418320002    ,446697.701706035    
그래머시 스퀘어(GRAMERCY SQUARE),커피숍,"서울특별시 강남구 영동대로 22, 820동 지하2층 피트니스센터.주민카페호 (일원동, 디에이치 자이 개포)",206573.648227777    ,443195.189239438    
"머그샷(Mug,shot)",커피숍,"서울특별시 강남구 선릉로64길 8-2, 지상1층 101호 (대치동)",204616.058864439    ,443927.487438311    
아워 948,커피숍,"서울특별시 강남구 강남대로54길 9, 3층 (도곡동)",202881.988124715    ,442921.089262267    
컴포즈커피 서울세관사거리점,커피숍,"서울특별시 강남구 학동로 235, 지상1층 102호 (논현동)",203025.984828814    ,445930.449607287    
정자매카페,커피숍,"서울특별시 강남구 영동대로112길 61, 지상1층 102호 (삼성동)",205695.120645073    ,445975.012277325    
비안코 포레스트,커피숍,"서울특별시 강남구 도산대로81길 19, 2층 (청담동)",204119.097196791    ,447044.459908803    
카페 오늘,커피숍,"서울특별시 강남구 삼성로146길 4, 지상1층 (청담동)",204219.816622523    ,446726.831155511    
커피나인 대치사거리,커피숍,"서울특별시 강남구 역삼로 514, 지상1층 (대치동)",205222.033783603    ,444570.921423247    
인터밸리 커피,커피숍,"서울특별시 강남구 테헤란로 322, 지하1층 130호 (역삼동, 한신인터밸리)",204044.789948927    ,444529.84042741     
(주)커피빈코리아 강남역12번출구점,커피숍,"서울특별시 강남구 테헤란로 111, 2층 (역삼동)",202518.374074419    ,444076.444983586    
놀숲 강남역점,커피숍,"서울특별시 강남구 강남대로98길 17, 1층 (역삼동)",202402.336813604    ,444308.396873983    
아주르라운지,커피숍,"서울특별시 강남구 도산대로 443, 청담빌딩 지상1층 (청담동)",203858.81819839     ,446888.168478934    
하니앤손스,커피숍,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점)",202358.505687227    ,447232.955697694    
자이데커피(주),커피숍,"서울특별시 강남구 테헤란로2길 8, 1,2층 (역삼동)",202470.1            ,443933.005000001    
에이미스커피 학동역점,커피숍,"서울특별시 강남구 학동로 224, 지하1층 B107호 (논현동, 삼환아르누보3)",202877.191343983    ,445803.422821433    
어야가자,커피숍,"서울특별시 강남구 언주로103길 32, 지하1층 (역삼동)",203243.436102773    ,444893.225173191    
브라운래빗 논현점,커피숍,"서울특별시 강남구 학동로20길 67, 지상1층 (논현동)",202283.571565639    ,445257.829736428    
라끌레도르,커피숍,"서울특별시 강남구 도산대로37길 33, 지상1층 (신사동)",202698.948839761    ,446797.109303857    
e초콜릿커피,커피숍,"서울특별시 강남구 논현로71길 34, 1층 (역삼동)",203170.683238552    ,443584.510459866    
코티커피 강남지점,커피숍,"서울특별시 강남구 강남대로84길 15, 지상1층 109호 (역삼동)",202562.731919583    ,443869.275108259    
아트앤씨 Art nc,커피숍,"서울특별시 강남구 도산대로25길 17, 1층 (신사동)",202311.538354246    ,446518.671067866    
고와카페,커피숍,"서울특별시 강남구 영동대로 513, 지하1층 N-101호 (삼성동, 컨벤션센터)",205130.591678902    ,445590.096837802    
메머드익스프레스 역삼역 한라빌딩점,커피숍,"서울특별시 강남구 테헤란로25길 30, 지상1층 (역삼동)",203054.572596333    ,444486.053660069    
빽다방 일원영희초교점,커피숍,"서울특별시 강남구 일원로3길 20, 지상1층 (일원동)",207200.388964715    ,443261.723410453    
라크림(La Creme),커피숍,"서울특별시 강남구 학동로4길 43-12, 지상1층 (논현동)",202142.56894721     ,445159.953802375    
구엄품,커피숍,"서울특별시 강남구 테헤란로25길 47, 1층 (역삼동)",202977.168644843    ,444597.708092963    
코코버블티 신논현점,커피숍,"서울특별시 강남구 봉은사로 지하 102, 지하2층 (역삼동)",202760.060078829    ,444938.703012503    
달콤한인생,커피숍,"서울특별시 강남구 테헤란로14길 31, 은혜빌딩 1층 (역삼동)",202936.126232833    ,443903.830025961    
토리,커피숍,"서울특별시 강남구 봉은사로61길 31, 1층 102호 (삼성동, 이화빌리지)",203967.511009446    ,445665.907536765    
(주)보나비 아티제 뱅뱅사거리점,커피숍,"서울특별시 강남구 강남대로 298, 지상1층 (역삼동)",202743.759453951    ,443086.795242138    
커피인류 개포점,커피숍,"서울특별시 강남구 영동대로 22, 830동 지하1층 S5B1-0511호 (일원동, 디에이치 자이 개포)",206573.648227777    ,443195.189239438    
방하,커피숍,"서울특별시 강남구 남부순환로 2732, 지상6층 2호 (도곡동)",203899.748134841    ,442621.420007439    
스타벅스 을지병원사거리점,커피숍,"서울특별시 강남구 논현로 752, 1층 (논현동)",202468.165066889    ,446326.897013187    
크라프트카페,커피숍,"서울특별시 강남구 강남대로102길 38-5, 지상1,2층 (역삼동)",202456.758882589    ,444568.976853151    
카페 오터스,커피숍,"서울특별시 강남구 봉은사로74길 35, 지상1층 101호 (삼성동)",204618.529147207    ,445367.168054185    
텐퍼센트커피 강남지인병원점,커피숍,"서울특별시 강남구 언주로 631, 지상2층 201호 (논현동)",203030.36156512     ,445624.927581211    
강남 스테이(GANGNAM STAY),커피숍,"서울특별시 강남구 논현로87길 15-4, 1층 (역삼동, 강남스테이)",203064.385125254    ,444133.338603466    
메가엠지씨커피 대치사거리점,커피숍,"서울특별시 강남구 삼성로 349, 우진빌딩 지상1층 (대치동)",205101.289679757    ,444497.311504189    
스터디 나우 한티역점,커피숍,"서울특별시 강남구 선릉로 309, 지상4층 (역삼동, SJ빌딩)",204545.27001392     ,443886.844589269    
엔제리너스 선릉골드로즈점,커피숍,"서울특별시 강남구 선릉로86길 31, 지상1층 104, 104-1호 (대치동, 선릉역 롯데골드로즈2)",204536.822020513    ,444660.784269339    
허슬버슬,커피숍,"서울특별시 강남구 강남대로98길 17, 2층 (역삼동)",202402.336813604    ,444308.396873983    
오링(O-ring),커피숍,"서울특별시 강남구 강남대로118길 43, 지상1층 (논현동)",202276.010083495    ,445023.253055797    
디저트39 학동역점,커피숍,"서울특별시 강남구 학동로 208, 오창빌딩 지상1층 102호, 103호 (논현동)",202746.211734134    ,445749.051682872    
지아이알아이,커피숍,"서울특별시 강남구 도곡로 214, 롤스웰빌딩 지상1층 (도곡동)",203682.487186252    ,443363.703553222    
동네살롱/살롱컴퍼니,커피숍,"서울특별시 강남구 개포로 666, 해주빌딩 지상2층 203호 (일원동)",207478.291904113    ,443681.020767753    
메가엠지씨커피 강남포이점,커피숍,"서울특별시 강남구 개포로 221, 네비스빌딩 지상1층 102호 (개포동)",204095.396116695    ,441862.281839776    
커먼라운지,커피숍,"서울특별시 강남구 테헤란로 137, 코레이트 타워 지하1층 (역삼동)",202935.293419414    ,444246.724506198    
스타벅스 개포동점,커피숍,"서울특별시 강남구 선릉로 34, 지상1,2층 (개포동)",205300.843750597    ,442296.318789768    
파브리끄 선릉점,커피숍,"서울특별시 강남구 언주로98길 32, K타워 오피스텔 1층 101호 (역삼동)",203850.555536796    ,444702.038081101    
트로피티 아일랜드(TROPHY.T ISLAND) 역삼점,커피숍,"서울특별시 강남구 테헤란로38길 40-3, 지상1층 (역삼동)",203706.947845426    ,444167.109101495    
아리스타커피 역삼점,커피숍,"서울특별시 강남구 테헤란로21길 5, 지상1층 (역삼동)",202966.954027851    ,444272.82772258     
플레이스,커피숍,"서울특별시 강남구 학동로55길 12-3, 지하1층 (청담동)",203631.006698944    ,446263.562392795    
커피인류 역삼점,커피숍,"서울특별시 강남구 역삼로52길 14, 도곡프라자 지상1층 104호 (역삼동)",204170.278135097    ,444036.656041328    
포토바이지오(커피지오),커피숍,"서울특별시 강남구 논현로63길 52, 1층 (역삼동)",203179.746236164    ,443293.172738864    
벙커616,커피숍,"서울특별시 강남구 강남대로110길 34, 지하2층 (역삼동)",202373.358154444    ,444613.540998828    
리퍼블릭,커피숍,"서울특별시 강남구 도산대로33길 8, 지상1층 101호 (신사동, 산도빌딩)",202608.967825196    ,446548.09314484     
스터디 나우 한티역점2,커피숍,"서울특별시 강남구 선릉로 309, 지상5층 (역삼동, SJ빌딩)",204545.27001392     ,443886.844589269    
룸서비스301(Room Service301),커피숍,"서울특별시 강남구 양재천로 193, 3층 301호 (도곡동)",204053.578383447    ,442292.159361515    
달콤가든,커피숍,"서울특별시 강남구 논현로136길 21, 지상1층 (논현동)",202736.762695237    ,446019.056605387    
아이 러브 그릭,커피숍,"서울특별시 강남구 강남대로122길 47, 보령빌딩 지상1층 102호 (논현동)",202289.630505321    ,445195.011191798    
유한회사 피어커피,커피숍,"서울특별시 강남구 영동대로 513, 스타필드 코엑스몰 지하1층 H122호 (삼성동)",205130.591678902    ,445590.096837802    
스타벅스 도산사거리점,커피숍,"서울특별시 강남구 언주로 727, 트리스빌딩 지상1층 (논현동)",202940.913419566    ,446374.987406876    
파머스빈,커피숍,"서울특별시 강남구 선릉로90길 56, 지상1층 108호 (대치동, 대치동 대우아이빌 명문가)",204662.747132837    ,444764.093388357    
CAFE FOR REST 까페 포레스트,커피숍,"서울특별시 강남구 일원로9길 68, 1층 (일원동)",207620.364792247    ,443182.043211708    
메가엠지씨커피 역삼중앙점,커피숍,"서울특별시 강남구 논현로76길 10, 지상1층 101호 (역삼동)",203448.498390594    ,443852.928577577    
알리스타투고 디에이치자이개포점,커피숍,"서울특별시 강남구 영동대로 22, 827동 지하1층 S2B1-210호 (일원동, 디에이치 자이 개포)",206573.648227777    ,443195.189239438    
로이스빈(Rois Bean),커피숍,"서울특별시 강남구 개포로 615, 석탑프라자 지하1층 B108호 (개포동)",206618.425209149    ,443390.560639694    
카페인중독 역삼점,커피숍,"서울특별시 강남구 봉은사로20길 46, 지하1층 (역삼동)",202854.600989552    ,444653.664059131    
에스프레소 진(Espresso Jin),커피숍,"서울특별시 강남구 논현로86길 21, 지상1층 (역삼동)",203394.530457183    ,444235.290200389    
에이비카페 2,커피숍,"서울특별시 강남구 강남대로102길 32, 지상2층 201호 (역삼동)",202401.397917515    ,444522.555804075    
마일드 모디쉬 클럽(mild modish club),커피숍,"서울특별시 강남구 언주로69길 6, 지상1층 101호 (역삼동)",203888.949270341    ,443830.359012036    
메가엠지씨커피 역삼와이즈플레이스점,커피숍,"서울특별시 강남구 강남대로66길 14, 강남역 와이즈 플레이스 지상1층 103호 (역삼동)",202746.040061587    ,443281.216979897    
솔티 버터 스윗(Salty Butter Sweet),커피숍,"서울특별시 강남구 언주로141길 38, 지상1층 103호 (논현동)",202730.002163739    ,446238.533057322    
(주)라트라팡테 아오이토리,커피숍,"서울특별시 강남구 영동대로 513, 코엑스 지상3층 C홀호 (삼성동)",205130.591678902    ,445590.096837802    
아토커피 역삼점,커피숍,"서울특별시 강남구 테헤란로33길 34, 1층 (역삼동)",203359.052677376    ,444642.291388205    
제이앤드골프 아카데미,커피숍,"서울특별시 강남구 논현로 641, 논현동대우아이빌 힐타운 지상2층 일부호 (논현동)",202740.29           ,445405.185          
카페 누아르(Cafe Noir),커피숍,"서울특별시 강남구 역삼로 160, 지상1층 (역삼동)",203175.34942825     ,443621.342018504    
메종원스이어,커피숍,"서울특별시 강남구 압구정로 336, 지상1층 12호 (신사동)",203335.764638001    ,447309.191019303    
해머스미스커피 압구정역점,커피숍,"서울특별시 강남구 논현로175길 7, 지상1층 (신사동)",202404.057142197    ,447100.992500074    
키즈 스터디 웍스(Kids Study Works),커피숍,"서울특별시 강남구 도곡로 528, 지하1층,지하2층 (대치동)",205601.464498833    ,444158.963702757    
쎄잠(sesame),커피숍,"서울특별시 강남구 밤고개로34길 4, 지상1층 내제2호 (세곡동)",209423.649311203    ,440208.558412381    
니브(nieve),커피숍,"서울특별시 강남구 언주로159길 7, 지상1층 (신사동)",202784.023722688    ,446895.408867249    
제이콥스레더(Jacob's Ladder),커피숍,"서울특별시 강남구 압구정로32길 11, 캐럴라인타워 지하1층 B101호 (신사동)",202601.216639328    ,447186.65948325     
보나르떼,커피숍,"서울특별시 강남구 논현로161길 41, 지상1층 101호 (신사동)",202124.146128379    ,446729.597661961    
더 카페,커피숍,"서울특별시 강남구 영동대로 513, 코엑스몰 지하1층 9003호 (삼성동)",205130.591678902    ,445590.096837802    
트키,커피숍,"서울특별시 강남구 도산대로45길 10-2, 지상1층 (신사동)",203109.186099794    ,446759.433312304    
할리스 청담삼성로점,커피숍,"서울특별시 강남구 삼성로119길 8, 강남대학교 청담 카이로스 빌딩 지상1층 107,108,109호 (삼성동)",204406.674791479    ,446003.073066593    
씨제이프레시웨이(주),커피숍,"서울특별시 강남구 봉은사로 236, 해안신관 지하2층 (역삼동)",203296.478629484    ,445118.01377117     
스타벅스 신사역점,커피숍,"서울특별시 강남구 도산대로 108, 지상1층 (논현동, 렉스타워)",201753.188497176    ,446003.445191841    
주식회사 산노루,커피숍,"서울특별시 강남구 삼성로122길 35, 지상1층 (삼성동)",204804.24685853     ,446285.661318619    
포스트커피하우스,커피숍,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하2층 (압구정동)",202358.505687227    ,447232.955697694    
엑티브짐 카페,커피숍,"서울특별시 강남구 도산대로85길 30, 지상3층 302호 (청담동, 청담신원아침도시마인)",204320.63321904     ,447133.658518474    
메가엠지씨커피 매봉역점,커피숍,"서울특별시 강남구 남부순환로378길 12, 지상1층 (도곡동)",203981.526228895    ,442582.505330857    
프리레인 강남,커피숍,"서울특별시 강남구 학동로53길 3-2, 지상1층 (논현동)",203478.44934791     ,446122.702025921    
스타벅스 센터필드R점,커피숍,"서울특별시 강남구 테헤란로 231, 센터필드 지하1층 EG03호 (역삼동)",203599.062771687    ,444556.062267296    
누아르 도산,커피숍,"서울특별시 강남구 언주로164길 13, 지상1층 (신사동)",202975.266371899    ,447029.832193461    
올어바웃카페(강남상록회관점),커피숍,"서울특별시 강남구 언주로 508, 1층 (역삼동, 서울상록회관)",203746.537598441    ,444628.07813453     
다아는커피,커피숍,"서울특별시 강남구 강남대로 536, 자생한방병원 지상1층 (논현동)",201903.35           ,445314.635          
스타벅스 테헤란로아남타워점,커피숍,"서울특별시 강남구 테헤란로 311, 아남타워빌딩 1층 101호 (역삼동)",203894.031407652    ,444624.818170279    
(주)한스케익 압구정점,커피숍,"서울특별시 강남구 논현로167길 21, 1층 (신사동)",202254.006892703    ,446918.064041859    
이디야(강남나누리병원점),커피숍,"서울특별시 강남구 언주로149길 5, 지하1층,지상1층 (논현동)",202910.175598874    ,446473.493520206    
강남면세점 커피,커피숍,"서울특별시 강남구 봉은사로 129, 지상1층 1호 (논현동, 거평타운오피스텔)",202425.73           ,444852.88           
카페188,커피숍,"서울특별시 강남구 강남대로118길 73, 지상1층 101호 (논현동)",202476.651462502    ,444997.387252794    
파머스빈 삼성역오토웨이점,커피숍,"서울특별시 강남구 영동대로 417, 1층 4호 (대치동, 오토웨이타워)",205564.090602056    ,444887.741602573    
유의미커피로스터즈 역삼점,커피숍,"서울특별시 강남구 테헤란로22길 16, 1층 (역삼동)",203034.88507954     ,444068.157872048    
슈바빙,커피숍,"서울특별시 강남구 밤고개로1길 10, 지하1층 B135호 (수서동, 현대벤쳐빌)",208937.760652081    ,442873.588039887    
씨엠오 꽃집 압구정(COFFEE MOTH ORCHID),커피숍,"서울특별시 강남구 압구정로 309, A동 지상1층 102호 (압구정동, 현대아파트)",203062.78452284     ,447663.86257666     
노란 꼬무줄,커피숍,"서울특별시 강남구 삼성로 301, 하늘도시 지상1층 105호 (대치동)",205271.870934962    ,444100.854765157    
리버벨 커피(riverbell coffee),커피숍,"서울특별시 강남구 삼성로107길 11-15, 지상1층 (삼성동)",204648.647614024    ,445374.877826055    
타자도르 도곡점,커피숍,"서울특별시 강남구 남부순환로 2753, 1층 101호 (도곡동)",204098.596031345    ,442807.317224836    
호텔데님카페,커피숍,"서울특별시 강남구 논현로 66, 지상1층 (개포동, 데님관광호텔)",204053.596300672    ,441557.179656218    
힐링테이크아웃,커피숍,"서울특별시 강남구 논현로 511, Y and C 빌딩 지상3층 (역삼동)",203111.062747474    ,444447.615461669    
스타벅스 선릉로점,커피숍,"서울특별시 강남구 선릉로93길 22, 지상1층 1호 (역삼동)",204061.414990609    ,444757.531873365    
이디야커피 강남행복병원점,커피숍,"서울특별시 강남구 헌릉로590길 60, 강남구립 행복요양병원 1층 (세곡동)",209074.683259571    ,439891.159496907    
투엑스라지커피,커피숍,"서울특별시 강남구 영동대로 647, 지하1층 B1호 (삼성동, 청담역 푸르지오시티)",204936.566579531    ,446389.869325086    
카페쿠담(cafe kudamm),커피숍,"서울특별시 강남구 삼성로 517, 지상1층 101호 (삼성동, 채널리저브)",204828.180350057    ,445089.672895407    
비브커피(VIV COFFEE),커피숍,"서울특별시 강남구 도곡로 228, 남양빌딩 지상1층 (도곡동)",203802.041926661    ,443423.900881961    
(주)비넨폴크,커피숍,"서울특별시 강남구 선릉로 711, 지상3층 (논현동)",203519.697982956    ,446241.744454536    
컴포즈커피 논현스마일점,커피숍,"서울특별시 강남구 도산대로46길 21, 101동 지하1층 B118호, B118-1호 (논현동, 한진로즈힐아파트)",203214.206500469    ,446498.835709789    
