사업장명,업태구분명,도로명주소,좌표정보(X),좌표정보(Y)
카페 자곡,커피숍,"서울특별시 강남구 밤고개로14길 16, 지하1층 (자곡동)",209094.825275346    ,442163.133167909    
해머스미스커피 본점,커피숍,"서울특별시 강남구 논현로94길 7, 지하1층 (역삼동)",203196.304962528    ,444473.84087962     
카페 첼리스타,커피숍,"서울특별시 강남구 봉은사로43길 18, 우림빌딩 지상1층 (논현동)",203449.3717952      ,445360.441580252    
식스 플로어,커피숍,"서울특별시 강남구 영동대로 211, 영광빌딩 지상1층 (대치동)",206016.478339504    ,443928.915883486    
1847(cafe39),커피숍,"서울특별시 강남구 테헤란로 152, 강남파이낸스센터 지상39층 (역삼동)",203169.223281406    ,444178.357261909    
립스티,커피숍,"서울특별시 강남구 테헤란로63길 14, 지상1층 101호 (삼성동)",204390.235352594    ,444890.654996325    
메가엠지씨커피 역삼센터필드점,커피숍,"서울특별시 강남구 언주로93길 20, 지상1층 (역삼동)",203494.739219332    ,444598.87891116     
시카고푸드,커피숍,"서울특별시 강남구 강남대로96길 15, 지상1층 (역삼동)",202427.491136113    ,444209.275456205    
탐앤탐스 역삼르까프골프장점,커피숍,"서울특별시 강남구 역삼로98길 28, B동 201호 (대치동)",205645.839195943    ,444522.444361902    
에프일점팔 스튜디오,커피숍,"서울특별시 강남구 선릉로134길 7, 지상1층 (청담동)",203594.728610478    ,446299.794172155    
노란꼬무줄,커피숍,"서울특별시 강남구 도곡로 442, 진흥빌딩 지상1층 101호 (대치동)",205132.047266792    ,443971.232763534    
할리스 역삼스타점,커피숍,"서울특별시 강남구 테헤란로26길 12, 제일비전타워 1층 (역삼동)",203100.324671811    ,444136.938198175    
브리즈 피씨 카페(VRIZ PC CAFE),커피숍,"서울특별시 강남구 학동로 219, 지하1층 (논현동)",202859.925095984    ,445869.508838485    
떠기다방 강남구청역점,커피숍,"서울특별시 강남구 학동로 343, 지하1층 B104호 (논현동, 포바강남타워)",203522.611749323    ,446136.224971923    
루다 커피,커피숍,"서울특별시 강남구 논현로114길 8, 지상1층 101호 (논현동)",202943.19161505     ,445144.756525116    
에센허브커피,커피숍,"서울특별시 강남구 도산대로 138, 지하1층 (논현동)",202030.39113325     ,446137.667598512    
공차 신사세로수길점,커피숍,"서울특별시 강남구 논현로175길 60, 지상1층 (신사동)",202049.830783615    ,446905.248336344    
일이육 126 cafe,커피숍,"서울특별시 강남구 삼성로 150, 1층 126호 (대치동, 한보미도맨션)",205886.286776047    ,443467.611815598    
글린커피,커피숍,"서울특별시 강남구 개포로21길 7, 지상1층 (개포동)",204075.74222725     ,441899.219122435    
레퓨지,커피숍,"서울특별시 강남구 봉은사로 215, KTS빌딩 지하1층 (논현동)",203074.684010896    ,445098.521748767    
얼반그레이,커피숍,"서울특별시 강남구 언주로 118, 지상1층 112호 (도곡동, 우성캐릭터199)",204518.8799802      ,442703.584823804    
컴포즈커피 개포중앙점,커피숍,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 지상1층 105호 (개포동)",206618.425209149    ,443390.560639694    
무무 앤 베리스 학동점(MooMoo & Berries),커피숍,"서울특별시 강남구 논현로 705, 메드렉스병원 지상1층 (논현동)",202570.672187385    ,445856.917924672    
씨제이프레시웨이(주) K2코리아점 카페,커피숍,"서울특별시 강남구 자곡로 174-14, 지하1층 (자곡동)",209063.699252024    ,441112.696875025    
템포루바토(삼성점),커피숍,"서울특별시 강남구 영동대로96길 34, 대윤빌딩 1층 (삼성동)",205703.101076696    ,445447.143396027    
공차 국악고점,커피숍,"서울특별시 강남구 개포로22길 46, 1층 1호 (개포동)",204319.793346891    ,441564.495059317    
더죠이(THE JOY),커피숍,"서울특별시 강남구 영동대로 513, 지하1층 M110호 (삼성동, 컨벤션센터)",205130.591678902    ,445590.096837802    
매머드익스프레스 선릉로켓점,커피숍,"서울특별시 강남구 선릉로89길 9, 선릉타워 1층 (역삼동)",204227.965          ,444575.83           
커피 볶는 키미,커피숍,"서울특별시 강남구 학동로12길 21, 1층 103호 (논현동)",202248.537684744    ,445427.588836475    
자인북스,커피숍,"서울특별시 강남구 테헤란로98길 28, 3층 2호 (대치동)",205482.656599647    ,444929.419667946    
트러블스(10cc팝업),커피숍,"서울특별시 강남구 압구정로 416, 지상1층 (청담동)",203679.945734221    ,447187.003951297    
어반누크,커피숍,"서울특별시 강남구 도산대로25길 26, 킹슬리빌딩 1층 (신사동)",202320.594839169    ,446585.027174677    
커피볶는아침 선릉점,커피숍,"서울특별시 강남구 테헤란로52길 16, 상가-2동 제지1층 18호 (역삼동, 테헤란아이파크)",204062.155802388    ,444460.973372287    
휴가,커피숍,"서울특별시 강남구 논현로119길 16, 3동 지상1층 (논현동)",202656.362159357    ,445353.509621665    
호브(HOVE),커피숍,"서울특별시 강남구 언주로 508, 공무원연금공단 지하1층 (역삼동)",203746.537598441    ,444628.07813453     
투썸플레이스 압구정로데오역점,커피숍,"서울특별시 강남구 선릉로 845, 2층 10호 (신사동)",203493.498593544    ,447259.651524872    
설빙,커피숍,"서울특별시 강남구 압구정로79길 35, 지상2층 (청담동)",204360.373633323    ,447025.114408233    
매머드익스프레스 매봉역점,커피숍,"서울특별시 강남구 남부순환로378길 8, 1층 (도곡동)",203961.280787775    ,442616.860558443    
스타벅스커피 청담영동대로점,커피숍,"서울특별시 강남구 영동대로 720, 1층 (청담동)",204926.500568736    ,446665.721313377    
클라우드카페,커피숍,"서울특별시 강남구 논현로85길 46, 지상1층 (역삼동)",202959.913735133    ,444005.824784709    
파라노이드 강남뱅뱅 카페,커피숍,"서울특별시 강남구 강남대로62길 3, 한진빌딩 지상1층 (역삼동)",202749.673622414    ,443132.09484628     
착형커피 역삼점,커피숍,"서울특별시 강남구 강남대로 330, 지하1층 10호 (역삼동)",202641.61           ,443388.09           
카레클린트(KAAREKLINT),커피숍,"서울특별시 강남구 선릉로148길 41, 제이일레븐 지상1층 (청담동)",203721.672360237    ,446746.468771923    
에이비카페 1,커피숍,"서울특별시 강남구 강남대로102길 32, 지상1층 101호 (역삼동)",202401.397917515    ,444522.555804075    
북카페 레벤(Bookcafe Leben),커피숍,"서울특별시 강남구 학동로 116, 지상1층 (논현동)",202022.94130211     ,445484.808908063    
카페 정오,커피숍,"서울특별시 강남구 봉은사로38길 6, 청보빌딩 1층 (역삼동)",203221.804553741    ,445060.985201554    
야무진 타코야끼,커피숍,"서울특별시 강남구 언주로69길 16, 지상1층 103호 (역삼동)",203816.560646558    ,443801.150238448    
알렉산더 커피,커피숍,"서울특별시 강남구 역삼로1길 20, 지상1층 (역삼동)",202621.737502216    ,443605.981492176    
커피커넥션,커피숍,"서울특별시 강남구 헌릉로571길 56-1, 지상1층 101호 (세곡동)",208666.194410648    ,440614.372755433    
메가엠지씨커피 백암아트홀점,커피숍,"서울특별시 강남구 테헤란로113길 7, 백암아트센터 별관1층 102-2호 (삼성동)",205757.840459659    ,445370.398862885    
잠바주스 코엑스점,커피숍,"서울특별시 강남구 영동대로 513, 지하1층 K107호 (삼성동, 코엑스기존컨벤션센터)",205130.591678902    ,445590.096837802    
청담 밀크티,커피숍,"서울특별시 강남구 선릉로135길 6, 1층 (논현동)",203471.666260478    ,446283.746446013    
디저트로이,커피숍,"서울특별시 강남구 압구정로42길 30, 지상1층 101,102호 (신사동)",203011.971163164    ,447199.594746295    
카페달링 강남점,커피숍,"서울특별시 강남구 언주로98길 16, 2층 (역삼동)",203730.822555548    ,444740.732960808    
커피일루 압구정점,커피숍,"서울특별시 강남구 논현로159길 11, 지상1층 101호 (신사동)",202335.159782824    ,446742.177206686    
더트리(THE TREE),커피숍,"서울특별시 강남구 테헤란로103길 14, 지상1층 (삼성동)",205614.436135278    ,445358.681649403    
스타벅스 스타필드코엑스몰R점,커피숍,"서울특별시 강남구 영동대로 513, 지하1층 A106호 (삼성동, 코엑스)",205130.591678902    ,445590.096837802    
커피베이,커피숍,"서울특별시 강남구 언주로 710, 지상1층 (논현동, 성암빌딩)",203107.189301648    ,446076.805415494    
메머드익스프레스 논현중앙점,커피숍,"서울특별시 강남구 학동로33길 40, 지하1층 (논현동)",202782.081397337    ,446131.871584116    
아우어커피 강남점,커피숍,"서울특별시 강남구 봉은사로4길 20, 지상2층 (역삼동, 라파엘빌딩)",202258.92647181     ,444585.406666988    
스타벅스 강남파이낸스센터점,커피숍,"서울특별시 강남구 테헤란로 152, 강남파이낸스센터 1층 (역삼동)",203169.223281406    ,444178.357261909    
바나프레소 압구정CGV점,커피숍,"서울특별시 강남구 논현로 848, 압구정CGV 지상1층 (신사동)",202478.599525252    ,446927.624278174    
더 카페 440,커피숍,"서울특별시 강남구 테헤란로 440, 포스코센터 지하1층 (대치동)",204895.310005801    ,444842.923410013    
버터앤쉘터 butter and shelter,커피숍,"서울특별시 강남구 학동로 513, 상가동 지상1층 7호 (청담동, 진흥아파트)",204692.392446292    ,446410.695637969    
모어그릭,커피숍,"서울특별시 강남구 테헤란로4길 46, B1층 143호 (역삼동, 쌍용플래티넘밸류 상가)",202619.098126049    ,443688.691713202    
카페그릿(Cafe Grit),커피숍,"서울특별시 강남구 개포로17길 30, 지하1층 (개포동)",204075.785095119    ,442050.172147888    
사이마켓,커피숍,"서울특별시 강남구 밤고개로26길 50, 1층 103호 (율현동, 강남 한신휴플러스 6단지)",209261.340599399    ,440610.634334616    
메가엠지씨커피 역삼대로점,커피숍,"서울특별시 강남구 테헤란로 216, 신웅타워 지상1층 (역삼동)",203478.583672077    ,444358.311754254    
공차 신논현점,커피숍,"서울특별시 강남구 강남대로 484, HK빌딩 지상1층 (논현동)",202097.843693887    ,444826.917303677    
(주)옵트버스,커피숍,"서울특별시 강남구 봉은사로22길 45-6, 지상2층 (역삼동)",202633.008192144    ,444620.298822538    
가연카페 AMC,커피숍,"서울특별시 강남구 테헤란로 232, 지상2층 (역삼동)",203614.483497998    ,444408.454680228    
르퓨어카페,커피숍,"서울특별시 강남구 봉은사로59길 13, 이호하우스 지상1층 (삼성동)",203959.037506209    ,445519.731216358    
놀숲 압구정역점,커피숍,"서울특별시 강남구 압구정로28길 22-6, 지하1층 (신사동)",202319.06319658     ,447005.676773032    
스터디 나우 카페,커피숍,"서울특별시 강남구 선릉로68길 19, 지상1층 (대치동)",204633.468426813    ,444134.081603169    
라바게트 역삼점,커피숍,"서울특별시 강남구 언주로67길 19, 지상1층 103호 (역삼동)",203830.345546704    ,443703.661703305    
아이소(AISO),커피숍,"서울특별시 강남구 테헤란로 142, 캐피탈타워 지상1층 (역삼동)",203016.183843955    ,444168.205988118    
여왕커피,커피숍,"서울특별시 강남구 논현로123길 51, 지하1층 101호 (논현동)",202426.339842633    ,445309.751455055    
주식회사 짱 강남 2호점,커피숍,"서울특별시 강남구 강남대로 442, 지상2층 (역삼동)",202248.726336213    ,444428.060435058    
(주)보나비 아티제 지에프씨(GFC)점,커피숍,"서울특별시 강남구 테헤란로 152, 지하2층 (역삼동, 강남파이낸스센터)",203169.223281406    ,444178.357261909    
커피향기,커피숍,"서울특별시 강남구 남부순환로 2917, 청실종합상가 지상1층 117-가호 (대치동)",205154.638096613    ,443439.981644506    
몬스터 차저(Monster Charger),커피숍,"서울특별시 강남구 도곡로 516, 지상1층 103-1호 (대치동)",205509.966459072    ,444112.266997421    
메가엠지씨커피 선정릉역점,커피숍,"서울특별시 강남구 봉은사로 326, 남전빌딩 지상1층 (역삼동)",203702.477207367    ,445271.241490281    
메가엠지씨커피 역삼e편한세상점,커피숍,"서울특별시 강남구 선릉로 325, 중앙빌딩 내제1층 제5호 (역삼동)",204488.953955328    ,444041.977671828    
투썸플레이스 역삼자이점,커피숍,"서울특별시 강남구 언주로 419, 지상1층 1호 (역삼동)",203770.884753854    ,444229.62729692     
"숨,커피 soom, coffee",커피숍,"서울특별시 강남구 봉은사로112길 23, 삼성빌딩 지상1층 (삼성동)",205690.92662911     ,445686.889016611    
백미당 학동역점,커피숍,"서울특별시 강남구 학동로 175, 미디어센타 지상1층 (논현동)",202584.104507878    ,445763.589684877    
스타벅스 삼성역점,커피숍,"서울특별시 강남구 테헤란로 620, 미래에셋타워 지상1층 (대치동)",205720.260563437    ,445222.449807658    
영동커피,커피숍,"서울특별시 강남구 도산대로 542, 542빌딩 1층 102호 (청담동)",204616.689378124    ,446928.436357824    
메가엠지씨커피 학여울역점,커피숍,"서울특별시 강남구 영동대로 219, 지상1층 2호 (대치동)",205969.3237202      ,444018.581768126    
엘앤제이커피,커피숍,"서울특별시 강남구 개포로25길 6, 1층 (개포동)",204224.037281204    ,441905.73088124     
크립토매거진(cryptomagazine),커피숍,"서울특별시 강남구 논현로106길 16-4, 지하1층 (역삼동)",203090.467803554    ,444871.746145303    
(주)피피베이커리,커피숍,"서울특별시 강남구 도산대로30길 29, 지상1층 (논현동)",202610.988861851    ,446202.046889121    
카페게이트 논현역점,커피숍,"서울특별시 강남구 학동로4길 24, 지상1층 106호 (논현동)",201993.461324961    ,445298.687726693    
이니셜스터디카페,커피숍,"서울특별시 강남구 도곡로 413, 지하1층 101호 (대치동, 삼환 SO GOOD)",204861.173759715    ,443933.418145956    
아이빅쓰리커피,커피숍,"서울특별시 강남구 논현로 8, 서흥빌딩 지상1층 (개포동)",204409.801668433    ,441122.705009561    
카페드고메 아워홈빌딩점,커피숍,"서울특별시 강남구 역삼로 115, 아워홈 역삼빌딩 지상1층 (역삼동)",202764.384151851    ,443524.920964761    
카페 인 러너(Cafe in Runner),커피숍,"서울특별시 강남구 봉은사로72길 13-1, 지하1층 (삼성동)",204456.069391959    ,445467.248887545    
쎄라덤 카페,커피숍,"서울특별시 강남구 영동대로86길 10-6, 지상1층 (대치동)",205664.855321912    ,445049.257588426    
아마스빈 대치은마점,커피숍,"서울특별시 강남구 삼성로 231, 104호 (대치동)",205325.628190437    ,443959.459806887    
고디바 선릉점,커피숍,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 지하1층 104호 (역삼동)",204044.789948927    ,444529.84042741     
텐퍼센트커피 신사역점,커피숍,"서울특별시 강남구 도산대로 128, 지상1층 (논현동)",201924.485183724    ,446086.692910222    
슬로우커피,커피숍,"서울특별시 강남구 역삼로 136, 신명빌딩 지상1층 (역삼동)",202981.176851189    ,443557.993649383    
매머드익스프레스 학동점,커피숍,"서울특별시 강남구 언주로125길 8, 지상1층 104호 (논현동)",202990.14184338     ,445656.778933841    
레뽀드라라(REPOS DE LALA),커피숍,"서울특별시 강남구 테헤란로7길 22, 과학기술회관 증축관 지하1층 101호 (역삼동)",202638.095799893    ,444305.954852056    
반하나푸딩,커피숍,"서울특별시 강남구 언주로85길 32, 역삼역센트럴푸르지오 지하1층 B113호 CA21호 (역삼동)",203519.270921541    ,444294.842473848    
에스파소,커피숍,"서울특별시 강남구 언주로115길 16, 지상1층 (논현동)",203050.990292352    ,445318.667583941    
가토프레소(Gattopresso),커피숍,"서울특별시 강남구 학동로 323, 한미빌딩 지상1층 102호 (논현동)",203313.448609708    ,446043.8368013      
이노마스,커피숍,"서울특별시 강남구 논현로95길 14, 6층 603호 (역삼동)",202994.479619824    ,444465.473671997    
짐박스피트니스 강남2호점,커피숍,"서울특별시 강남구 강남대로 364, 미왕빌딩 지하2층 (역삼동)",202520.618826739    ,443705.648259719    
이디야커피 청담역사점,커피숍,"서울특별시 강남구 학동로 지하 508, 지하3층 729-3729,729-3730호 (청담동, 청담역)",204280.519670767    ,446277.776370276    
커피나인 강남역2호점,커피숍,"서울특별시 강남구 강남대로94길 21, 지상1층 103호 (역삼동)",202491.248721223    ,444170.949037919    
커피브루(COFFEE BRU),커피숍,"서울특별시 강남구 개포로22길 47, 1층 103호 (개포동)",204358.831150582    ,441569.643223       
비공이,커피숍,"서울특별시 강남구 논현로106길 16, 지하1층 B02호 (역삼동)",203084.682301618    ,444887.103434171    
오마뎅 대치점,커피숍,"서울특별시 강남구 삼성로 237, 102호 (대치동)",205312.25750752     ,444019.417594651    
메가엠지씨커피 일원맛의거리점,커피숍,"서울특별시 강남구 일원로9길 7, 지상1층 (일원동)",207197.816154268    ,443052.017978496    
몽슈슈 강남점,커피숍,"서울특별시 강남구 역삼로3길 11, 지상1층 1호 (역삼동)",202686.460593393    ,443557.322913411    
컴프리마(come prima),커피숍,"서울특별시 강남구 논현로26길 46-8, 1층 (도곡동)",204008.215708604    ,442370.931294461    
젬스커피,커피숍,"서울특별시 강남구 양재대로27길 14, 지상1층 (일원동)",207162.831094962    ,443100.738903613    
이디아 커피,커피숍,"서울특별시 강남구 양재대로27길 20, 지상1층 (일원동)",207150.248551489    ,443137.484810357    
모모웨이,커피숍,"서울특별시 강남구 언주로 314 (역삼동,강남프라자103호)",204056.199691995    ,443750.88453048     
메가엠지씨커피 삼성중앙역점,커피숍,"서울특별시 강남구 봉은사로 478, 지상1층 102호 (삼성동)",204598.727206064    ,445594.572229935    
카페비밀(Cafe BeMeal),커피숍,"서울특별시 강남구 논현로26길 30-8, 지상1층 (도곡동)",203916.151055851    ,442282.896548197    
비 마이 게스트(be my guest),커피숍,"서울특별시 강남구 테헤란로107길 6, 지상1층 102호 (삼성동)",205732.722545794    ,445340.688938637    
드롭탑,커피숍,"서울특별시 강남구 언주로30길 21, A동 지하1층 (도곡동, 아카데미스위트)",204538.144891563    ,442942.853505354    
아이라이크먼데이! (I LIKE MONDAY!),커피숍,"서울특별시 강남구 언주로135길 32-9, 오하우스 1층 101호 (논현동)",202798.775373255    ,446114.252296741    
반달디저트카페,커피숍,"서울특별시 강남구 광평로56길 8-13, 수서타워 지상1층 108호 (수서동)",209055.480464368    ,442735.704146657    
말리카(Mallika),커피숍,"서울특별시 강남구 봉은사로 509, 지상1층 (삼성동)",204755.787359738    ,445709.711032109    
이디야 강남구청역 아이티웨딩점,커피숍,"서울특별시 강남구 학동로 338, 제에스동 지상1층 S115호 (논현동, 강남파라곤)",203478.848090516    ,446036.594200092    
투썸플레이스 선릉로점,커피숍,"서울특별시 강남구 선릉로93길 54, 일환빌딩 지상1층,2층 (역삼동)",203852.055002405    ,444671.368760749    
따우전드 신사점,커피숍,"서울특별시 강남구 강남대로162길 36, 동양빌딩 지상1층 101호 (신사동)",201822.746604327    ,446484.747782023    
서울북카페 욕망의북카페,커피숍,"서울특별시 강남구 강남대로102길 45, 지상2층 (역삼동)",202432.439315228    ,444624.871957248    
강남지역자활센터 SR카페테리아,커피숍,"서울특별시 강남구 광평로56길 12, 지상1층 (수서동)",209109.040578308    ,442750.768045445    
드림커피,커피숍,"서울특별시 강남구 남부순환로 2615, 지상2층 217호 (도곡동, 극동스타클래스)",203092.721986278    ,442550.634567769    
카페 케이알엠케이(cafe KRMK),커피숍,"서울특별시 강남구 가로수길 82, 1층 일부호 (신사동)",201938.162932107    ,446799.301808945    
케이스티파이 도산,커피숍,"서울특별시 강남구 압구정로46길 67, 3층 (신사동)",203157.46659328     ,446893.76703969     
매머드익스프레스 도곡군인공제회관점,커피숍,"서울특별시 강남구 남부순환로 2806, 군인공제회관 지하1층 B106호 (도곡동)",204600.180680453    ,443010.642202848    
빵토로,커피숍,"서울특별시 강남구 논현로149길 67-7, 명은빌딩 지상1층 (논현동)",202038.261241413    ,446030.057611998    
강남다방,커피숍,"서울특별시 강남구 강남대로94길 71-8, 지하1층 (역삼동)",202852.232212028    ,444344.133082565    
투썸플레이스 강남IBC점,커피숍,"서울특별시 강남구 테헤란로7길 8, 지상1층 (역삼동)",202677.885          ,444173.025          
카페로즈우드(rosewood),커피숍,"서울특별시 강남구 광평로19길 10, 상가동 지상1층 103호 (수서동, 까치마을아파트)",207679.579278773    ,442508.00638353     
아파트먼트커피,커피숍,"서울특별시 강남구 개포로109길 9, 지상1층 108호 (개포동, 대치아파트)",206581.787067095    ,443555.991242524    
카페 이안,커피숍,"서울특별시 강남구 테헤란로14길 28, 지상1층 101호 (역삼동)",202904.042799048    ,443922.04408271     
노블카페(NOBLE CAFE),커피숍,"서울특별시 강남구 언주로170길 5, 자생한방병원 지상 1층 (신사동)",202962.476742892    ,447220.27976878     
아빠존 폰엔 커피,커피숍,"서울특별시 강남구 언주로86길 11, 1층 101,102호 (역삼동, 한화 진넥스빌)",203842.339918851    ,444416.798166886    
카페 앤픽스,커피숍,"서울특별시 강남구 봉은사로68길 55, 지상1층 (삼성동)",204588.07576095     ,445199.940866928    
이디야 역삼중앙,커피숍,"서울특별시 강남구 언주로81길 8, 지상1층 101호 (역삼동)",203720.977888248    ,444240.321878539    
펠어커피초코 강남포스코사거리점,커피숍,"서울특별시 강남구 삼성로85길 11, 지하1층 비07호 (대치동, 롯데캐슬아파트)",204921.501308965    ,444728.094191645    
매머드익스프레스 삼성현백사옥점,커피숍,"서울특별시 강남구 영동대로85길 20, 지상1층 102(일부)호 (대치동)",205396.486468555    ,444983.028567001    
투썸플레이스 강남삼성로점,커피숍,"서울특별시 강남구 삼성로 519, 원혜빌딩 지상1층 (삼성동)",204826.761720824    ,445130.737846749    
(주)AHC플레이존 신사점 카페테리아,커피숍,"서울특별시 강남구 도산대로 237, 지상1층 (신사동)",202849.017984472    ,446601.216328418    
행복플러스가게,커피숍,"서울특별시 강남구 도곡로 416, 1층 (대치동, 서울시립장애인행복플러스센터)",204884.234785002    ,443859.743611627    
카페 소원별,커피숍,"서울특별시 강남구 개포로109길 34, 대청프라자 1층 115-1호 (개포동)",206794.144841917    ,443559.617899002    
토치커피(삼성점),커피숍,"서울특별시 강남구 봉은사로68길 41, 1층 (삼성동)",204522.075193138    ,445269.269727279    
에어드랍 커피(Airdrop Coffee),커피숍,"서울특별시 강남구 가로수길 36, 지상1층,지상3층 (신사동)",201988.322910124    ,446465.736555461    
올루올루(oluolu),커피숍,"서울특별시 강남구 강남대로114길 41, 성덕빌딩 1층 103호 (논현동)",202357.505356139    ,444942.466114521    
아크로 카페,커피숍,"서울특별시 강남구 언주로30길 13, 지하1층 18호 (도곡동, 대림아크로빌, 대림아크로텔)",204447.56877258     ,442881.535240035    
메가엠지씨커피 개포동역점,커피숍,"서울특별시 강남구 개포로82길 13-9, 세종빌딩 지상1층 101호, 102호 (개포동)",205924.357258188    ,442939.847402535    
티희차 아이파크삼성역점,커피숍,"서울특별시 강남구 영동대로85길 20, 지하1층 B115호,B116호 (대치동)",205396.486468555    ,444983.028567001    
돌스트(DORST),커피숍,"서울특별시 강남구 논현로75길 8, 비드 빌딩 지상1층 (역삼동)",203291.45           ,443827.175          
에스시티 스터디카페 협동조합,커피숍,"서울특별시 강남구 압구정로 113-22, 2층 4-1, 5호 (압구정동, 미성상가)",201667.786866215    ,446941.563339336    
쪼마카페강남점,커피숍,"서울특별시 강남구 역삼로 408, 1층 101호 (대치동)",204524.168988863    ,444273.013353537    
투썸플레이스 역삼성홍타워점,커피숍,"서울특별시 강남구 테헤란로 138, 성홍타워 지상1.2층 (역삼동)",202960.555          ,444159.715          
파이어랩,커피숍,"서울특별시 강남구 선릉로92길 37-4, 지상1층 101호 (삼성동, 삼성동 한양립스 아파트)",204508.629898694    ,444898.167677417    
컴포즈커피 양재도곡점,커피숍,"서울특별시 강남구 남부순환로 2629, 지상1층 (도곡동)",203233.91060166     ,442576.565363767    
조이187,커피숍,"서울특별시 강남구 선릉로152길 30, 스페이스 청담(SPACE CHUNGDAM) 지상2층 (청담동)",203636.189343566    ,446884.320668231    
그라운드 커피,커피숍,"서울특별시 강남구 선릉로120길 16, 타라 1층 (삼성동)",203818.904467344    ,445746.14837153     
투썸플레이스 압구정역점,커피숍,"서울특별시 강남구 압구정로 158, 진우빌딩 1층 (신사동)",202316.93           ,447103.2            
스윗바이비(sweets by ve),커피숍,"서울특별시 강남구 언주로124길 40, 지상1층 (논현동)",203369.535740556    ,445633.235726066    
광림교회 사회봉사관,커피숍,"서울특별시 강남구 논현로163길 33, 1층 (신사동)",202153.779162865    ,446850.328726199    
홍루이젠 일원점,커피숍,"서울특별시 강남구 일원로5길 43, 지하1층 (일원동)",207342.176326215    ,443323.296213285    
카페차(ㅊa) 삼성점,커피숍,"서울특별시 강남구 삼성로 511, 아이콘 삼성 지상1층 (삼성동)",204840.45           ,445059.75           
플라워림,커피숍,"서울특별시 강남구 압구정로10길 42, 지하1층 2호 (신사동)",201879.326440596    ,446508.980429622    
메가엠지씨커피 압구정로데오역점,커피숍,"서울특별시 강남구 압구정로 338, 지상1층 3호 (신사동)",203368.92423791     ,447298.458358351    
하프커피익스프레스 선릉역점,커피숍,"서울특별시 강남구 선릉로86길 15, 현대선릉 GOLD TOWER 지상1층 104호 (대치동)",204424.696602366    ,444593.605336523    
스타벅스 청담역6번출구점,커피숍,"서울특별시 강남구 삼성로 634, 1층 (삼성동)",204507.725          ,446043.48           
투썸플레이스 강남수서점,커피숍,"서울특별시 강남구 광평로34길 30, 지상1층 (수서동)",208258.722611238    ,442227.570454937    
페어칠이오,커피숍,"서울특별시 강남구 삼성로147길 6, 지상1층 (청담동)",204135.386269066    ,446707.42442041     
인포메이션,커피숍,"서울특별시 강남구 역삼로 121, 유성빌딩 지하1층, 지상1층 (역삼동)",202817.124852918    ,443544.418803711    
더 커피(The Coffee),커피숍,"서울특별시 강남구 역삼로 452, 1층 102호 (대치동)",204941.049525586    ,444443.797814521    
수플레닛,커피숍,"서울특별시 강남구 양재대로31길 5, 지상1층 (일원동)",207233.466901252    ,443065.347547946    
RS카페,커피숍,"서울특별시 강남구 역삼로98길 23, 태범빌딩 지하1층,지상1층 (대치동)",205679.531552435    ,444581.476631566    
(주)보나비 아티제 청담제일점,커피숍,"서울특별시 강남구 영동대로 726, 지상1층 (청담동, 경일빌딩)",204896.261746642    ,446730.548954636    
스타벅스도곡공원점,커피숍,"서울특별시 강남구 도곡로 205, 지상1층 (역삼동)",203579.748038722    ,443435.158387148    
주식회사 한스케익 코엑스점,커피숍,"서울특별시 강남구 테헤란로87길 22, 지하1층 Q108호 (삼성동, 한국도심공항터미널)",205170.959716696    ,445264.936337181    
셀렉토커피 논현점,커피숍,"서울특별시 강남구 학동로 114, 1층 (논현동)",201986.766934351    ,445462.037342404    
하우스HAUS,커피숍,"서울특별시 강남구 도곡로37길 38, 지상1층 (역삼동)",203891.34080403     ,443788.954528282    
아마스빈 개포동역점,커피숍,"서울특별시 강남구 개포로 508, 소망빌딩 지상1층 105호 (개포동)",205940.627824515    ,443003.318632727    
빽다방 선릉중앙점,커피숍,"서울특별시 강남구 선릉로86길 8, 지상1층 (대치동)",204395.42615042     ,444539.122331996    
비비엘프로젝트,커피숍,"서울특별시 강남구 테헤란로 517, 현대백화점 10층 (삼성동)",205210.358779172    ,445154.42225208     
(주)티피케이,커피숍,"서울특별시 강남구 영동대로118길 30-12, 1층 (삼성동)",205467.788455617    ,446089.814723962    
카페쉐누,커피숍,"서울특별시 강남구 영동대로 325, 지상1층 (대치동, 해암빌딩)",205677.522476464    ,444555.644453973    
에이스 에비뉴(Ace avenue),커피숍,"서울특별시 강남구 압구정로 453, 지상1층 (청담동)",204062.041286412    ,447080.714405364    
커스텀커피 개포래미안포레스트점,커피숍,"서울특별시 강남구 개포로 264, 상가1동 지하1층 102-2호 (개포동, 개포 래미안 포레스트)",204696.031322018    ,441829.029825936    
누보영,커피숍,"서울특별시 강남구 논현로 172, 파비스빌딩 지상1층 (도곡동)",203638.218746108    ,442521.089690459    
블루버드(Blue bird),커피숍,"서울특별시 강남구 개포로22길 22, 1층 (개포동)",204213.07           ,441694.705          
옥타커피 3호점,커피숍,"서울특별시 강남구 테헤란로77길 6, 지상1층 (삼성동)",204786.182554712    ,444965.872486304    
파쪼카페(PAZZO Caffe),커피숍,"서울특별시 강남구 선릉로 670, 지하1층 105호 (삼성동)",203625.850442788    ,446055.114007727    
카페스런,커피숍,"서울특별시 강남구 도산대로4길 16, 1층 (논현동)",201807.423796055    ,445908.959511559    
